"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","HM00108598","HM00110618","L2074","YA00082404","egd-e"
"ypjQ","","putative protein YpjQ","5","5","1","1","3488","","","","500","500","500","HM00108598_00907","HM00110618_02113","HL2074_02372","YA00082404_01210","EGD-e_02485"
"rsfS","","Ribosomal silencing factor RsfS","5","5","1","1","2143","","","","356","356","356","HM00108598_02900","HM00110618_00624","HL2074_00443","YA00082404_01490","EGD-e_01515"
"bceA","","Bacitracin export ATP-binding protein BceA","5","5","1","1","31","","","","767","767","767","HM00108598_01956","HM00110618_01271","HL2074_01753","YA00082404_01587","EGD-e_01800"
"msrR","","Regulatory protein MsrR","5","5","1","1","997","","","","929","929","929","HM00108598_02798","HM00110618_02301","HL2074_01464","YA00082404_02579","EGD-e_00457"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","5","5","1","1","3744","","","","881","881","881","HM00108598_01590","HM00110618_01527","HL2074_00185","YA00082404_01100","EGD-e_00188"
"bltD","","Spermine/spermidine acetyltransferase","5","5","1","1","3486","","","","443","443","443","HM00108598_00905","HM00110618_02111","HL2074_02374","YA00082404_01208","EGD-e_02487"
"sigH","","RNA polymerase sigma-H factor","5","5","1","1","1244","","","","605","605","605","HM00108598_01535","HM00110618_01048","HL2074_01660","YA00082404_02876","EGD-e_00256"
"ecsA","","ABC-type transporter ATP-binding protein EcsA","5","5","1","1","3242","","","","752","752","752","HM00108598_02293","HM00110618_00421","HL2074_02237","YA00082404_01376","EGD-e_02280"
"group_3122","","hypothetical protein","5","5","1","1","783","","","","950","950","950","HM00108598_02851","HM00110618_01821","HL2074_01272","YA00082404_02777","EGD-e_00667"
"group_3123","","Nitronate monooxygenase","5","5","1","1","3193","","","","929","929","929","HM00108598_01674","HM00110618_02361","HL2074_02192","YA00082404_01257","EGD-e_02235"
"dagK_2","","Diacylglycerol kinase","5","5","1","1","38","","","","932","932","932","HM00108598_01962","HM00110618_01265","HL2074_01759","YA00082404_01581","EGD-e_01806"
"srrA_1","","Transcriptional regulatory protein SrrA","5","5","1","1","230","","","","716","716","716","HM00108598_00442","HM00110618_00734","HL2074_01957","YA00082404_00690","EGD-e_02006"
"group_3126","","hypothetical protein","5","5","1","1","1564","","","","1226","1226","1226","HM00108598_00661","HM00110618_00534","HL2074_00958","YA00082404_00399","EGD-e_00983"
"group_3127","","hypothetical protein","5","5","1","1","401","","","","470","470","470","HM00108598_00280","HM00110618_02635","HL2074_01798","YA00082404_00528","EGD-e_01845"
"purF","","Amidophosphoribosyltransferase","5","5","1","1","54","","","","1427","1427","1427","HM00108598_01977","HM00110618_01250","HL2074_01774","YA00082404_01566","EGD-e_01821"
"group_3129","","hypothetical protein","5","5","1","1","3170","","","","1007","1007","1007","HM00108598_01651","HM00110618_02162","HL2074_02169","YA00082404_01234","EGD-e_02212"
"larR","","Lactate racemization regulatory protein","5","5","1","1","1887","","","","659","659","659","HM00108598_01086","HM00110618_02986","HL2074_00681","YA00082404_02724","EGD-e_01277"
"divIVA","","Septum site-determining protein DivIVA","5","5","1","1","155","","","","527","527","527","HM00108598_02962","HM00110618_01607","HL2074_02029","YA00082404_02161","EGD-e_02078"
"group_3132","","hypothetical protein","5","5","1","1","1050","","","","1007","1007","1007","HM00108598_02094","HM00110618_02746","HL2074_01500","YA00082404_01713","EGD-e_00419"
"ftsX","","Cell division protein FtsX","5","5","1","1","2812","","","","884","884","884","HM00108598_00799","HM00110618_00845","HL2074_02479","YA00082404_00763","EGD-e_02595"
"group_3134","","hypothetical protein","5","5","1","1","2073","","","","1514","1514","1514","HM00108598_02548","HM00110618_00688","HL2074_00507","YA00082404_03036","EGD-e_01451"
"rph_1","","Ribonuclease PH","5","5","1","1","1870","","","","746","746","746","HM00108598_01104","HM00110618_02021","HL2074_00695","YA00082404_00856","EGD-e_01263"
"dgt","","Deoxyguanosinetriphosphate triphosphohydrolase","5","5","1","1","2982","","","","1397","1397","1397","HM00108598_00202","HM00110618_00068","HL2074_02701","YA00082404_00072","EGD-e_02755"
"yhaM","","3'-5' exoribonuclease YhaM","5","5","1","1","3247","","","","986","986","986","HM00108598_02288","HM00110618_00426","HL2074_02242","YA00082404_01381","EGD-e_02285"
"group_3138","","hypothetical protein","5","5","1","1","948","","","","2060","2060","2060","HM00108598_01823","HM00110618_01776","HL2074_01425","YA00082404_01038","EGD-e_00517"
"pdtaS","","putative sensor histidine kinase pdtaS","5","5","1","1","1802","","","","1457","1457","1457","HM00108598_01168","HM00110618_01930","HL2074_00760","YA00082404_00920","EGD-e_01198"
"yhfK","","putative sugar epimerase YhfK","5","5","1","1","3493","","","","629","629","629","HM00108598_00912","HM00110618_02263","HL2074_02367","YA00082404_01215","EGD-e_02479"
"ykuT","","putative MscS family protein YkuT","5","5","1","1","1620","","","","881","881","881","HM00108598_00714","HM00110618_00587","HL2074_00905","YA00082404_00346","EGD-e_01036"
"hrtA_1","","Putative hemin import ATP-binding protein HrtA","5","5","1","1","3513","","","","680","680","680","HM00108598_02870","HM00110618_02283","HL2074_02348","YA00082404_02934","EGD-e_02460"
"group_3142","","hypothetical protein","5","5","1","1","320","","","","632","632","632","HM00108598_00356","HM00110618_00255","HL2074_01874","YA00082404_00604","EGD-e_01921"
"agrB","","Accessory gene regulator protein B","5","5","1","1","2681","","","","614","614","614","HM00108598_02429","HM00110618_02524","HL2074_00048","YA00082404_02843","EGD-e_00048"
"rplJ","","50S ribosomal protein L10","5","5","1","1","1237","","","","500","500","500","HM00108598_01529","HM00110618_01042","HL2074_01654","YA00082404_02882","EGD-e_00262"
"rlmL","","Ribosomal RNA large subunit methyltransferase K/L","5","5","1","1","295","","","","1148","1148","1148","HM00108598_00379","HM00110618_00278","HL2074_01896","YA00082404_00627","EGD-e_01944"
"group_3146","","hypothetical protein","5","5","1","1","2804","","","","950","950","950","HM00108598_00807","HM00110618_00837","HL2074_02471","YA00082404_00755","EGD-e_02587"
"hemE","","Uroporphyrinogen decarboxylase","5","5","1","1","3239","","","","1061","1061","1061","HM00108598_02296","HM00110618_00418","HL2074_02234","YA00082404_01373","EGD-e_02277"
"malL_3","","Oligo-1,6-glucosidase","5","5","1","1","3738","","","","1661","1661","1661","HM00108598_01584","HM00110618_01521","HL2074_00179","YA00082404_01094","EGD-e_00182"
"group_3149","","hypothetical protein","5","5","1","1","816","","","","455","455","455","HM00108598_02017","HM00110618_01645","HL2074_01304","YA00082404_01790","EGD-e_00635"
"ywqG","","putative protein YwqG","5","5","1","1","3496","","","","818","818","818","HM00108598_00915","HM00110618_02266","HL2074_02364","YA00082404_01218","EGD-e_02476"
"yqeY","","putative protein YqeY","5","5","1","1","2122","","","","446","446","446","HM00108598_02655","HM00110618_00642","HL2074_00461","YA00082404_01472","EGD-e_01497"
"apc1","","Acetophenone carboxylase alpha subunit","5","5","1","1","986","","","","1550","1550","1550","HM00108598_02787","HM00110618_02290","HL2074_01453","YA00082404_02590","EGD-e_00473"
"group_3152","","hypothetical protein","5","5","1","1","1812","","","","572","572","572","HM00108598_01158","HM00110618_01940","HL2074_00750","YA00082404_00910","EGD-e_01208"
"dhaK-2","","PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK","5","5","1","1","1113","","","","995","995","995","HM00108598_02491","HM00110618_02188","HL2074_01559","YA00082404_02442","EGD-e_00360"
"oppB","","Oligopeptide transport system permease protein OppB","5","5","1","1","3222","","","","929","929","929","HM00108598_01700","HM00110618_02732","HL2074_02217","YA00082404_01283","EGD-e_02260"
"group_3155","","putative ABC transporter ATP-binding protein","5","5","1","1","2919","","","","1739","1739","1739","HM00108598_00141","HM00110618_00128","HL2074_02759","YA00082404_00132","EGD-e_02815"
"yetJ","","putative protein YetJ","5","5","1","1","3234","","","","677","677","677","HM00108598_02301","HM00110618_00413","HL2074_02229","YA00082404_01368","EGD-e_02272"
"cbiM","","Cobalt transport protein CbiM","5","5","1","1","1833","","","","734","734","734","HM00108598_01138","HM00110618_01960","HL2074_00729","YA00082404_00890","EGD-e_01229"
"group_3158","","hypothetical protein","5","5","1","1","1457","","","","1319","1319","1319","HM00108598_00553","HM00110618_01348","HL2074_01065","YA00082404_00507","EGD-e_00877"
"bglH_4","","Aryl-phospho-beta-D-glucosidase BglH","5","5","1","1","2642","","","","1433","1433","1433","HM00108598_02465","HM00110618_02690","HL2074_00018","YA00082404_02972","EGD-e_00018"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","5","5","1","1","2320","","","","1769","1769","1769","HM00108598_00919","HM00110618_01121","HL2074_00278","YA00082404_01554","EGD-e_01681"
"atpA_1","","ATP synthase subunit alpha","5","5","1","1","2839","","","","1514","1514","1514","HM00108598_00774","HM00110618_00908","HL2074_02505","YA00082404_00788","EGD-e_02621"
"perR","","Peroxide operon regulator","5","5","1","1","1307","","","","440","440","440","HM00108598_02604","HM00110618_01533","HL2074_01690","YA00082404_02540","EGD-e_01735"
"cshA","","ATP-dependent RNA helicase CshA","5","5","1","1","1464","","","","1553","1562","1556","HM00108598_00560","HM00110618_01355","HL2074_01058","YA00082404_00500","EGD-e_00884"
"group_3163","","hypothetical protein","5","5","1","1","1595","","","","425","425","425","HM00108598_00690","HM00110618_00563","HL2074_00929","YA00082404_00370","EGD-e_01012"
"mscL","","Large-conductance mechanosensitive channel","5","5","1","1","103","","","","386","386","386","HM00108598_01398","HM00110618_00371","HL2074_02077","YA00082404_01929","EGD-e_02122"
"group_3165","bglC_3","Aryl-phospho-beta-D-glucosidase BglC","5","5","1","1","1210","","","","1436","1436","1436","HM00108598_01504","HM00110618_01017","HL2074_01632","YA00082404_02300","EGD-e_00283"
"mdtH_3","","hypothetical protein","5","5","1","1","2592","","","","1148","1148","1148","HM00108598_00031","HM00110618_00970","HL2074_02870","YA00082404_00242","EGD-e_02929"
"group_3167","","putative ABC transporter permease","5","5","1","1","3514","","","","1103","1103","1103","HM00108598_02869","HM00110618_02284","HL2074_02347","YA00082404_02933","EGD-e_02459"
"menH_2","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","5","5","1","1","3434","","","","719","719","719","HM00108598_00853","HM00110618_00791","HL2074_02425","YA00082404_01156","EGD-e_02541"
"group_3169","","hypothetical protein","5","5","1","1","2651","","","","704","704","704","HM00108598_02458","HM00110618_02683","HL2074_00025","YA00082404_02979","EGD-e_00025"
"sbcD","","Nuclease SbcCD subunit D","5","5","1","1","2314","","","","1124","1124","1124","HM00108598_00924","HM00110618_01116","HL2074_00283","YA00082404_01549","EGD-e_01675"
"rluD_3","","Ribosomal large subunit pseudouridine synthase D","5","5","1","1","3272","","","","869","869","869","HM00108598_02264","HM00110618_00450","HL2074_02266","YA00082404_01405","EGD-e_02309"
"ytmI","","putative N-acetyltransferase YtmI","5","5","1","1","3545","","","","536","536","536","HM00108598_02222","HM00110618_00492","HL2074_02308","YA00082404_02211","EGD-e_02419"
"alsD","","Alpha-acetolactate decarboxylase","5","5","1","1","184","","","","719","719","719","HM00108598_00479","HM00110618_01577","HL2074_02001","YA00082404_02191","EGD-e_02050"
"dhaK","","PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK","5","5","1","1","2940","","","","989","989","989","HM00108598_00162","HM00110618_00107","HL2074_02739","YA00082404_00111","EGD-e_02795"
"tig","","Trigger factor","5","5","1","1","1907","","","","1283","1283","1283","HM00108598_01858","HM00110618_02408","HL2074_00663","YA00082404_02652","EGD-e_01295"
"pgk","","Phosphoglycerate kinase","5","5","1","1","3429","","","","1190","1190","1190","HM00108598_00848","HM00110618_00796","HL2074_02430","YA00082404_01151","EGD-e_02546"
"ftsA_2","","Cell division protein FtsA","5","5","1","1","135","","","","1280","1280","1280","HM00108598_01367","HM00110618_00402","HL2074_02046","YA00082404_01898","EGD-e_02091"
"rhaS_1","","HTH-type transcriptional activator RhaS","5","5","1","1","2617","","","","980","980","980","HM00108598_00006","HM00110618_00995","HL2074_02895","YA00082404_00267","EGD-e_02955"
"group_3178","","hypothetical protein","5","5","1","1","3448","","","","392","392","392","HM00108598_00869","HM00110618_00775","HL2074_02410","YA00082404_01172","EGD-e_02526"
"metN_1","","Methionine import ATP-binding protein MetN","5","5","1","1","1195","","","","1016","1016","1016","HM00108598_01491","HM00110618_01004","HL2074_01618","YA00082404_02543","EGD-e_00296"
"pyk","","Pyruvate kinase","5","5","1","1","2231","","","","1757","1757","1757","HM00108598_00998","HM00110618_01471","HL2074_00359","YA00082404_02092","EGD-e_01599"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","5","5","1","1","242","","","","1016","1016","1016","HM00108598_00429","HM00110618_00747","HL2074_01945","YA00082404_00677","EGD-e_01994"
"oppC","","Oligopeptide transport system permease protein OppC","5","5","1","1","3221","","","","1034","1034","1034","HM00108598_01699","HM00110618_02731","HL2074_02216","YA00082404_01282","EGD-e_02259"
"group_3183","","putative ABC transporter ATP-binding protein","5","5","1","1","2511","","","","1721","1721","1721","HM00108598_00105","HM00110618_00164","HL2074_02795","YA00082404_00168","EGD-e_02851"
"uvrA_2","","UvrABC system protein A","5","5","1","1","3397","","","","2870","2870","2870","HM00108598_00817","HM00110618_00827","HL2074_02461","YA00082404_00745","EGD-e_02577"
"group_3187","","hypothetical protein","5","5","1","1","627","","","","461","461","461","HM00108598_01233","HM00110618_01854","HL2074_01124","YA00082404_01629","EGD-e_00815"
"ctsr","","Transcriptional regulator CtsR","5","5","1","1","1258","","","","458","458","458","HM00108598_01549","HM00110618_01062","HL2074_01674","YA00082404_03059","EGD-e_00242"
"arnC","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","5","5","1","1","917","","","","1250","1250","1250","HM00108598_01796","HM00110618_01168","HL2074_01394","YA00082404_01011","EGD-e_00545"
"group_319","","hypothetical protein","5","5","1","1","2309","","","","803","803","803","HM00108598_00928","HM00110618_01112","HL2074_00287","YA00082404_01545","EGD-e_01671"
"appA","","Oligopeptide-binding protein AppA","5","5","1","1","3683","","","","1574","1574","1574","HM00108598_02185","HM00110618_01675","HL2074_00136","YA00082404_01833","EGD-e_00134"
"tpx","","Thiol peroxidase","5","5","1","1","2244","","","","497","497","497","HM00108598_00985","HM00110618_01484","HL2074_00346","YA00082404_02079","EGD-e_01612"
"pdp","","Pyrimidine-nucleoside phosphorylase","5","5","1","1","183","","","","1301","1301","1301","HM00108598_00480","HM00110618_01578","HL2074_02002","YA00082404_02190","EGD-e_02051"
"fruA_6","","PTS system fructose-specific EIIABC component","5","5","1","1","3562","","","","1898","1898","1898","HM00108598_02237","HM00110618_00477","HL2074_02293","YA00082404_02196","EGD-e_02404"
"ybbH_1","","putative HTH-type transcriptional regulator YbbH","5","5","1","1","2560","","","","806","806","806","HM00108598_00061","HM00110618_00940","HL2074_02839","YA00082404_00212","EGD-e_02897"
"yacL","","putative PIN and TRAM-domain containing protein YacL","5","5","1","1","1253","","","","1073","1073","1073","HM00108598_01544","HM00110618_01057","HL2074_01669","YA00082404_02867","EGD-e_00247"
"group_3196","","hypothetical protein","5","5","1","1","892","","","","635","635","635","HM00108598_02670","HM00110618_01144","HL2074_01370","YA00082404_00987","EGD-e_00569"
"licC_5","","Lichenan permease IIC component","5","5","1","1","2953","","","","1307","1307","1307","HM00108598_00173","HM00110618_00096","HL2074_02728","YA00082404_00100","EGD-e_02782"
